customer_id,txn_date,txn_type,txn_amount
338,26-01-2020,purchase,618
338,13-03-2020,withdrawal,116
338,12-03-2020,deposit,793
338,25-03-2020,deposit,698
338,04-02-2020,purchase,681
338,09-03-2020,deposit,859
338,03-04-2020,purchase,808
338,25-02-2020,withdrawal,436
338,03-04-2020,purchase,695
296,23-02-2020,withdrawal,212
296,11-03-2020,deposit,317
296,16-03-2020,withdrawal,160
296,27-01-2020,withdrawal,655
296,17-02-2020,withdrawal,774
296,29-02-2020,deposit,341
296,01-02-2020,deposit,983
296,22-02-2020,deposit,733
296,05-04-2020,deposit,911
296,11-02-2020,purchase,110
374,28-03-2020,deposit,422
374,23-03-2020,purchase,3
374,28-01-2020,withdrawal,806
374,10-01-2020,purchase,654
374,23-01-2020,deposit,398
374,19-02-2020,purchase,361
374,31-03-2020,purchase,172
374,18-02-2020,deposit,98
374,22-03-2020,withdrawal,686
374,17-03-2020,deposit,885
374,08-01-2020,purchase,354
374,18-02-2020,withdrawal,572
374,19-01-2020,deposit,842
194,06-03-2020,withdrawal,532
194,16-03-2020,deposit,601
194,10-03-2020,deposit,475
194,24-03-2020,deposit,705
194,01-02-2020,purchase,634
194,15-03-2020,deposit,392
194,29-02-2020,deposit,36
194,13-04-2020,purchase,269
194,04-04-2020,withdrawal,941
194,24-04-2020,purchase,12
194,14-03-2020,deposit,220
194,05-04-2020,deposit,347
194,18-02-2020,purchase,965
194,10-03-2020,deposit,769
194,02-03-2020,withdrawal,695
194,01-02-2020,withdrawal,785
194,01-03-2020,deposit,454
135,21-02-2020,purchase,78
135,09-03-2020,withdrawal,178
135,11-02-2020,deposit,491
135,30-01-2020,withdrawal,831
135,16-02-2020,deposit,834
135,14-02-2020,deposit,470
135,27-02-2020,purchase,469
135,23-03-2020,deposit,202
135,22-01-2020,withdrawal,14
135,22-02-2020,withdrawal,375
21,30-03-2020,withdrawal,398
21,04-04-2020,withdrawal,848
21,20-01-2020,purchase,445
21,07-02-2020,purchase,637
21,22-03-2020,withdrawal,406
21,15-01-2020,withdrawal,497
21,18-02-2020,purchase,348
21,17-03-2020,deposit,103
21,28-02-2020,withdrawal,269
21,03-04-2020,withdrawal,531
21,26-02-2020,deposit,694
21,27-01-2020,deposit,412
21,03-03-2020,withdrawal,605
21,12-01-2020,deposit,298
21,03-03-2020,purchase,28
21,23-03-2020,purchase,489
21,06-03-2020,deposit,713
69,22-01-2020,deposit,3
69,04-04-2020,purchase,478
69,21-01-2020,withdrawal,812
69,27-03-2020,deposit,187
69,08-02-2020,purchase,976
69,22-02-2020,withdrawal,724
69,17-01-2020,deposit,901
69,25-02-2020,deposit,450
69,13-03-2020,purchase,755
69,08-02-2020,purchase,972
69,22-02-2020,purchase,451
69,14-02-2020,withdrawal,216
69,11-03-2020,withdrawal,541
69,07-03-2020,deposit,792
69,16-02-2020,deposit,754
69,24-03-2020,deposit,597
69,01-04-2020,purchase,269
69,23-01-2020,purchase,193
69,16-03-2020,withdrawal,237
69,30-03-2020,purchase,437
69,19-02-2020,deposit,168
32,15-01-2020,purchase,352
32,28-01-2020,deposit,97
32,24-02-2020,withdrawal,707
32,15-03-2020,withdrawal,517
32,07-04-2020,purchase,158
32,19-01-2020,purchase,527
32,29-01-2020,withdrawal,119
32,09-02-2020,deposit,957
32,10-03-2020,purchase,483
32,16-03-2020,purchase,219
32,12-02-2020,deposit,215
32,28-01-2020,deposit,0
206,22-02-2020,purchase,734
206,19-01-2020,deposit,340
206,04-04-2020,withdrawal,400
206,02-03-2020,withdrawal,766
206,18-03-2020,purchase,516
206,07-03-2020,withdrawal,168
206,29-03-2020,purchase,428
206,15-03-2020,withdrawal,915
206,18-01-2020,withdrawal,768
206,30-03-2020,purchase,311
206,26-03-2020,purchase,738
206,14-01-2020,purchase,169
206,12-01-2020,withdrawal,429
206,08-03-2020,withdrawal,183
269,03-04-2020,purchase,98
269,04-03-2020,withdrawal,24
269,30-03-2020,deposit,302
269,27-01-2020,withdrawal,705
269,11-02-2020,purchase,550
269,07-04-2020,deposit,640
269,02-02-2020,deposit,354
269,15-01-2020,deposit,351
269,20-02-2020,purchase,665
269,21-01-2020,withdrawal,895
269,28-01-2020,withdrawal,765
269,11-04-2020,deposit,64
269,15-02-2020,withdrawal,459
269,15-03-2020,deposit,766
269,29-01-2020,withdrawal,478
269,10-03-2020,deposit,471
269,15-01-2020,purchase,421
269,18-01-2020,purchase,406
460,02-04-2020,deposit,848
460,27-03-2020,purchase,994
460,28-03-2020,deposit,977
460,21-02-2020,withdrawal,966
460,14-02-2020,deposit,552
460,21-02-2020,deposit,126
460,26-02-2020,purchase,467
460,25-02-2020,withdrawal,483
328,30-01-2020,purchase,519
328,03-04-2020,deposit,726
328,01-03-2020,deposit,721
328,05-03-2020,deposit,106
328,31-03-2020,purchase,424
328,19-03-2020,deposit,493
328,10-04-2020,purchase,582
328,18-03-2020,deposit,418
328,10-02-2020,withdrawal,443
328,03-02-2020,purchase,639
328,28-01-2020,purchase,409
328,22-01-2020,withdrawal,697
328,22-02-2020,withdrawal,181
328,04-03-2020,withdrawal,688
328,20-02-2020,purchase,931
328,14-03-2020,withdrawal,819
328,10-03-2020,purchase,499
328,04-03-2020,purchase,585
407,04-04-2020,purchase,407
407,01-04-2020,purchase,999
407,03-04-2020,purchase,969
407,04-02-2020,deposit,643
407,23-01-2020,withdrawal,821
407,05-02-2020,purchase,604
407,16-03-2020,withdrawal,946
407,25-01-2020,deposit,24
351,12-01-2020,purchase,583
351,18-02-2020,deposit,228
351,25-02-2020,withdrawal,544
351,31-01-2020,withdrawal,649
351,13-02-2020,withdrawal,729
351,19-02-2020,purchase,578
351,27-03-2020,withdrawal,327
351,03-01-2020,deposit,371
458,17-02-2020,withdrawal,463
458,14-02-2020,withdrawal,905
339,24-02-2020,deposit,222
339,15-02-2020,deposit,811
339,06-02-2020,withdrawal,717
339,06-03-2020,purchase,68
339,17-01-2020,purchase,7
339,14-01-2020,purchase,173
339,23-03-2020,withdrawal,813
339,24-02-2020,deposit,538
339,15-03-2020,withdrawal,45
339,24-01-2020,deposit,136
339,16-02-2020,deposit,251
339,07-03-2020,deposit,548
339,31-01-2020,purchase,903
339,02-02-2020,deposit,994
339,09-03-2020,purchase,85
339,24-02-2020,purchase,231
496,11-02-2020,withdrawal,989
496,22-02-2020,withdrawal,581
496,14-03-2020,deposit,650
496,19-02-2020,purchase,939
496,19-02-2020,withdrawal,614
291,10-04-2020,purchase,697
291,01-04-2020,deposit,8
291,14-04-2020,deposit,290
50,18-02-2020,purchase,240
50,14-04-2020,purchase,60
50,01-03-2020,deposit,249
50,31-01-2020,deposit,32
50,20-03-2020,withdrawal,21
50,24-03-2020,purchase,564
50,10-03-2020,deposit,640
50,13-03-2020,purchase,324
50,02-02-2020,withdrawal,774
50,24-04-2020,deposit,235
50,08-02-2020,withdrawal,870
50,22-03-2020,deposit,969
50,13-02-2020,deposit,279
265,23-03-2020,purchase,835
265,05-02-2020,purchase,161
265,10-02-2020,purchase,193
265,03-03-2020,deposit,280
265,07-03-2020,deposit,36
265,05-04-2020,deposit,644
265,26-03-2020,withdrawal,881
265,08-03-2020,deposit,483
265,18-01-2020,deposit,2
265,17-02-2020,purchase,73
265,14-02-2020,purchase,577
265,28-02-2020,withdrawal,452
265,10-01-2020,deposit,92
265,14-01-2020,withdrawal,818
265,09-03-2020,deposit,531
265,27-03-2020,deposit,89
265,16-03-2020,purchase,257
265,29-03-2020,withdrawal,557
266,05-02-2020,deposit,804
266,12-03-2020,purchase,668
266,01-04-2020,withdrawal,507
266,15-04-2020,deposit,858
93,09-04-2020,withdrawal,218
93,27-03-2020,withdrawal,154
93,16-02-2020,deposit,807
93,09-02-2020,purchase,366
93,20-03-2020,deposit,993
93,13-02-2020,purchase,16
93,27-02-2020,deposit,429
93,20-01-2020,withdrawal,593
93,18-01-2020,deposit,435
93,30-03-2020,purchase,279
93,01-02-2020,withdrawal,717
93,23-02-2020,withdrawal,462
93,08-02-2020,deposit,394
93,21-02-2020,deposit,635
93,29-03-2020,withdrawal,477
1,05-03-2020,purchase,612
1,17-03-2020,deposit,324
1,19-03-2020,purchase,664
267,21-03-2020,withdrawal,501
267,13-04-2020,deposit,351
267,11-02-2020,withdrawal,523
267,30-01-2020,withdrawal,660
267,08-03-2020,purchase,880
267,10-04-2020,deposit,530
267,04-04-2020,deposit,996
267,31-01-2020,deposit,632
267,28-03-2020,withdrawal,289
267,27-02-2020,withdrawal,530
267,27-02-2020,purchase,325
267,21-03-2020,withdrawal,729
267,04-04-2020,deposit,917
267,29-01-2020,purchase,196
267,17-03-2020,withdrawal,970
267,20-02-2020,purchase,497
267,06-03-2020,deposit,201
366,24-02-2020,withdrawal,147
366,23-02-2020,withdrawal,819
366,12-02-2020,deposit,944
366,03-02-2020,deposit,444
366,05-02-2020,deposit,707
366,07-03-2020,purchase,270
366,03-03-2020,withdrawal,401
366,14-03-2020,withdrawal,291
366,12-02-2020,withdrawal,530
366,27-03-2020,purchase,174
366,22-02-2020,withdrawal,756
366,26-01-2020,withdrawal,308
366,22-02-2020,deposit,297
366,05-03-2020,purchase,19
366,28-03-2020,withdrawal,57
366,25-01-2020,purchase,708
366,04-02-2020,deposit,9
366,23-02-2020,purchase,760
366,03-04-2020,deposit,209
366,21-02-2020,deposit,569
92,22-03-2020,purchase,793
92,19-03-2020,purchase,50
89,16-04-2020,purchase,864
89,22-03-2020,withdrawal,418
89,25-02-2020,withdrawal,788
89,19-03-2020,withdrawal,757
89,01-04-2020,deposit,415
89,20-04-2020,purchase,671
89,14-02-2020,purchase,537
89,20-04-2020,withdrawal,360
89,06-04-2020,deposit,737
89,07-02-2020,withdrawal,86
89,23-03-2020,withdrawal,475
89,08-03-2020,purchase,246
89,01-03-2020,deposit,922
89,08-04-2020,deposit,249
89,17-02-2020,purchase,478
129,09-02-2020,withdrawal,376
129,24-02-2020,purchase,986
129,11-02-2020,withdrawal,359
129,05-04-2020,withdrawal,867
129,12-02-2020,withdrawal,23
129,01-04-2020,withdrawal,593
129,27-01-2020,withdrawal,508
129,17-03-2020,deposit,669
129,07-04-2020,purchase,615
129,15-02-2020,deposit,482
129,06-03-2020,purchase,154
129,28-03-2020,deposit,349
129,31-01-2020,deposit,406
198,08-03-2020,purchase,15
198,16-02-2020,withdrawal,110
198,30-03-2020,purchase,221
198,20-03-2020,purchase,498
198,15-02-2020,deposit,303
198,25-03-2020,purchase,553
198,21-03-2020,deposit,460
198,29-02-2020,withdrawal,598
198,15-04-2020,deposit,496
198,17-03-2020,withdrawal,714
198,20-01-2020,purchase,143
198,02-02-2020,purchase,248
198,16-02-2020,withdrawal,203
198,28-01-2020,deposit,716
26,13-03-2020,deposit,35
26,04-04-2020,withdrawal,456
26,13-04-2020,withdrawal,792
26,10-03-2020,withdrawal,381
26,26-01-2020,withdrawal,338
26,11-03-2020,withdrawal,437
26,06-02-2020,purchase,352
26,26-01-2020,deposit,98
26,27-02-2020,withdrawal,300
26,27-02-2020,withdrawal,17
26,06-03-2020,deposit,192
104,30-01-2020,withdrawal,328
104,29-03-2020,withdrawal,414
104,26-01-2020,purchase,46
104,29-02-2020,deposit,76
104,25-03-2020,withdrawal,321
104,27-02-2020,deposit,985
104,30-03-2020,deposit,838
104,24-02-2020,withdrawal,589
466,27-02-2020,withdrawal,923
466,17-03-2020,deposit,63
466,19-03-2020,withdrawal,197
466,17-02-2020,withdrawal,288
466,11-02-2020,deposit,143
466,15-02-2020,purchase,991
454,01-02-2020,deposit,622
454,26-02-2020,deposit,852
454,01-03-2020,withdrawal,471
454,04-03-2020,deposit,411
454,29-01-2020,purchase,881
454,10-03-2020,deposit,342
454,28-01-2020,purchase,120
454,01-02-2020,deposit,678
454,31-03-2020,deposit,800
454,31-03-2020,purchase,883
454,16-01-2020,deposit,409
454,01-03-2020,purchase,309
454,27-03-2020,deposit,48
117,28-01-2020,withdrawal,30
117,14-02-2020,withdrawal,439
117,25-02-2020,purchase,479
117,12-02-2020,deposit,727
117,20-03-2020,withdrawal,920
117,13-03-2020,deposit,430
46,20-04-2020,deposit,430
46,31-01-2020,deposit,661
46,04-03-2020,purchase,294
46,03-04-2020,deposit,631
46,23-03-2020,withdrawal,541
46,14-04-2020,purchase,152
46,03-03-2020,deposit,101
46,01-04-2020,purchase,885
46,15-02-2020,purchase,104
46,16-02-2020,deposit,970
46,24-01-2020,purchase,495
46,14-03-2020,purchase,574
96,03-01-2020,deposit,492
96,24-03-2020,withdrawal,417
96,20-01-2020,purchase,303
96,21-01-2020,withdrawal,290
96,10-03-2020,withdrawal,545
96,02-02-2020,deposit,445
96,24-01-2020,deposit,301
96,08-03-2020,deposit,488
96,30-03-2020,purchase,211
96,04-03-2020,purchase,311
96,31-01-2020,deposit,95
96,13-02-2020,purchase,30
96,23-03-2020,withdrawal,490
96,16-02-2020,withdrawal,65
96,28-02-2020,deposit,31
96,28-03-2020,deposit,891
96,29-02-2020,deposit,108
199,07-02-2020,deposit,672
199,06-03-2020,purchase,529
199,01-02-2020,withdrawal,687
199,02-04-2020,withdrawal,661
199,07-04-2020,deposit,455
55,17-02-2020,deposit,139
55,15-02-2020,purchase,806
55,23-03-2020,deposit,814
55,12-02-2020,withdrawal,570
55,06-04-2020,purchase,277
55,02-04-2020,purchase,585
55,28-02-2020,deposit,597
55,15-02-2020,deposit,408
55,03-03-2020,withdrawal,55
55,01-02-2020,purchase,558
443,22-03-2020,purchase,377
443,21-02-2020,withdrawal,57
443,31-03-2020,purchase,408
443,23-02-2020,withdrawal,592
443,02-03-2020,purchase,845
443,04-04-2020,deposit,348
443,28-03-2020,deposit,561
443,29-02-2020,deposit,599
317,26-02-2020,deposit,363
317,09-04-2020,withdrawal,237
52,15-02-2020,deposit,653
52,26-01-2020,deposit,232
52,05-02-2020,deposit,819
249,12-04-2020,withdrawal,170
249,02-03-2020,deposit,729
122,07-04-2020,withdrawal,135
122,13-02-2020,deposit,88
122,27-03-2020,deposit,725
122,24-04-2020,purchase,235
122,09-04-2020,deposit,992
122,29-01-2020,purchase,83
122,28-03-2020,deposit,80
122,12-04-2020,deposit,7
122,18-03-2020,deposit,290
122,05-02-2020,purchase,150
122,11-04-2020,withdrawal,678
122,20-04-2020,deposit,51
122,23-04-2020,withdrawal,283
59,13-02-2020,deposit,646
59,09-02-2020,deposit,50
59,15-04-2020,purchase,854
59,02-03-2020,withdrawal,105
59,26-03-2020,withdrawal,433
59,07-02-2020,deposit,570
36,28-04-2020,purchase,564
36,16-03-2020,purchase,280
36,22-04-2020,deposit,560
36,19-03-2020,deposit,421
36,09-02-2020,deposit,990
36,28-03-2020,deposit,524
36,16-03-2020,deposit,86
36,28-04-2020,purchase,610
36,12-02-2020,withdrawal,849
74,21-03-2020,deposit,89
238,10-04-2020,withdrawal,929
238,16-02-2020,deposit,161
238,18-01-2020,purchase,94
238,09-02-2020,deposit,585
238,12-04-2020,purchase,820
238,12-02-2020,withdrawal,278
334,25-01-2020,deposit,244
334,07-02-2020,deposit,706
334,10-04-2020,withdrawal,811
334,19-03-2020,withdrawal,547
334,23-02-2020,deposit,561
334,12-02-2020,deposit,280
334,03-03-2020,deposit,248
143,07-03-2020,withdrawal,574
143,29-02-2020,deposit,76
143,21-04-2020,purchase,957
143,04-02-2020,purchase,343
143,22-04-2020,deposit,445
143,09-04-2020,deposit,295
143,01-02-2020,deposit,483
143,23-04-2020,purchase,823
143,15-03-2020,purchase,494
143,04-03-2020,deposit,24
143,02-04-2020,withdrawal,561
143,20-02-2020,deposit,602
143,24-04-2020,withdrawal,549
143,19-04-2020,purchase,333
143,25-03-2020,purchase,555
406,04-04-2020,withdrawal,606
406,04-03-2020,deposit,51
406,06-04-2020,deposit,892
406,02-03-2020,deposit,177
406,24-03-2020,deposit,394
406,09-03-2020,deposit,385
406,12-03-2020,withdrawal,114
406,10-04-2020,withdrawal,342
406,12-02-2020,withdrawal,424
406,03-04-2020,withdrawal,262
406,03-03-2020,deposit,337
406,01-02-2020,deposit,829
406,28-03-2020,deposit,236
406,15-02-2020,withdrawal,69
465,01-02-2020,withdrawal,766
465,06-04-2020,purchase,156
465,25-03-2020,purchase,483
465,26-02-2020,deposit,821
465,11-02-2020,deposit,775
465,18-02-2020,withdrawal,34
465,22-02-2020,deposit,238
230,19-03-2020,deposit,527
230,24-03-2020,deposit,876
230,09-02-2020,deposit,959
230,06-04-2020,withdrawal,72
230,02-03-2020,deposit,35
230,28-01-2020,withdrawal,176
230,08-02-2020,withdrawal,108
230,25-02-2020,purchase,360
487,21-02-2020,deposit,165
487,25-01-2020,purchase,451
487,03-02-2020,withdrawal,118
487,16-02-2020,deposit,421
487,05-02-2020,deposit,861
487,17-01-2020,deposit,24
487,31-01-2020,purchase,556
487,22-02-2020,deposit,877
487,05-02-2020,withdrawal,620
487,03-04-2020,purchase,965
487,24-03-2020,withdrawal,150
487,06-02-2020,purchase,702
487,18-01-2020,deposit,372
487,11-04-2020,deposit,473
346,04-04-2020,deposit,91
346,02-04-2020,withdrawal,124
346,18-04-2020,purchase,282
346,04-04-2020,withdrawal,440
346,23-02-2020,withdrawal,600
346,03-04-2020,deposit,605
346,15-04-2020,withdrawal,850
346,01-04-2020,withdrawal,790
346,14-02-2020,withdrawal,563
346,12-02-2020,withdrawal,805
346,02-04-2020,deposit,538
346,09-04-2020,withdrawal,505
346,03-04-2020,purchase,993
356,15-02-2020,purchase,681
356,26-03-2020,purchase,539
356,22-03-2020,purchase,654
356,09-04-2020,withdrawal,644
356,22-01-2020,deposit,607
356,29-01-2020,withdrawal,783
356,09-04-2020,withdrawal,673
356,31-01-2020,purchase,444
356,22-02-2020,withdrawal,277
356,01-02-2020,withdrawal,752
356,13-01-2020,withdrawal,532
356,17-01-2020,purchase,733
356,25-03-2020,withdrawal,568
356,13-03-2020,withdrawal,828
356,19-01-2020,withdrawal,553
356,06-04-2020,deposit,953
356,11-02-2020,purchase,349
142,31-03-2020,purchase,435
142,11-03-2020,deposit,480
142,08-03-2020,deposit,55
142,01-04-2020,deposit,646
142,27-01-2020,deposit,861
142,10-02-2020,withdrawal,441
142,19-02-2020,purchase,497
142,04-03-2020,withdrawal,323
81,22-02-2020,withdrawal,558
81,01-04-2020,purchase,224
81,29-03-2020,withdrawal,643
81,20-04-2020,purchase,473
81,04-03-2020,deposit,497
81,09-03-2020,deposit,741
81,10-03-2020,withdrawal,744
81,14-04-2020,deposit,494
81,11-04-2020,purchase,65
81,12-02-2020,purchase,802
81,19-04-2020,withdrawal,610
128,16-04-2020,deposit,895
128,11-02-2020,purchase,246
128,07-03-2020,purchase,319
128,21-03-2020,purchase,601
128,06-04-2020,purchase,321
128,29-02-2020,withdrawal,492
128,04-02-2020,deposit,472
205,21-01-2020,withdrawal,451
205,14-02-2020,withdrawal,217
205,24-01-2020,purchase,249
205,03-02-2020,deposit,767
205,02-02-2020,withdrawal,342
205,12-01-2020,purchase,671
205,07-02-2020,withdrawal,432
205,07-01-2020,purchase,361
205,19-01-2020,deposit,743
205,22-02-2020,withdrawal,587
205,16-02-2020,deposit,745
205,14-01-2020,withdrawal,300
205,20-02-2020,deposit,560
205,17-01-2020,deposit,895
205,03-02-2020,deposit,683
205,13-01-2020,withdrawal,296
205,15-03-2020,purchase,144
205,15-02-2020,deposit,116
380,30-01-2020,purchase,520
380,28-03-2020,withdrawal,758
380,26-03-2020,deposit,77
380,17-02-2020,deposit,230
380,01-03-2020,purchase,336
380,20-03-2020,purchase,219
380,16-02-2020,deposit,833
380,12-01-2020,purchase,433
380,28-02-2020,purchase,758
380,17-01-2020,deposit,48
380,12-02-2020,withdrawal,919
380,17-01-2020,withdrawal,431
380,29-02-2020,withdrawal,18
380,20-03-2020,purchase,81
380,01-03-2020,purchase,864
387,13-04-2020,withdrawal,217
387,16-03-2020,deposit,721
387,01-04-2020,deposit,808
387,07-03-2020,deposit,761
387,29-01-2020,deposit,889
387,12-04-2020,purchase,688
95,28-03-2020,withdrawal,977
95,16-02-2020,deposit,706
95,05-01-2020,deposit,198
95,23-02-2020,deposit,911
95,26-02-2020,deposit,930
95,22-03-2020,deposit,949
95,12-02-2020,withdrawal,622
95,24-02-2020,withdrawal,36
95,27-02-2020,purchase,538
95,06-02-2020,withdrawal,608
95,27-03-2020,deposit,978
95,30-03-2020,purchase,530
95,10-03-2020,deposit,387
95,07-03-2020,purchase,321
388,21-02-2020,purchase,781
388,21-01-2020,deposit,550
388,04-03-2020,deposit,472
388,11-01-2020,deposit,860
388,04-02-2020,withdrawal,336
388,01-04-2020,purchase,222
91,31-03-2020,withdrawal,909
91,11-02-2020,deposit,426
91,22-01-2020,deposit,343
91,17-02-2020,withdrawal,871
91,25-02-2020,deposit,485
91,30-03-2020,deposit,486
91,25-02-2020,purchase,501
91,07-04-2020,deposit,165
91,10-02-2020,withdrawal,238
91,17-03-2020,deposit,23
91,14-03-2020,purchase,322
91,01-03-2020,purchase,979
91,10-02-2020,withdrawal,476
91,21-01-2020,purchase,883
91,22-01-2020,withdrawal,145
91,12-02-2020,deposit,796
91,08-02-2020,purchase,533
91,21-01-2020,withdrawal,218
144,07-02-2020,purchase,315
144,02-04-2020,purchase,763
144,07-04-2020,withdrawal,444
144,24-03-2020,deposit,316
144,17-01-2020,withdrawal,622
144,10-04-2020,deposit,230
144,31-03-2020,deposit,36
144,07-04-2020,deposit,479
144,05-04-2020,deposit,104
144,07-04-2020,purchase,955
144,20-03-2020,withdrawal,118
144,22-02-2020,purchase,558
144,22-02-2020,purchase,947
144,22-01-2020,withdrawal,672
144,18-02-2020,withdrawal,725
68,03-03-2020,purchase,696
68,23-03-2020,purchase,224
68,24-03-2020,deposit,234
68,08-03-2020,deposit,488
68,17-03-2020,purchase,536
68,27-02-2020,purchase,296
475,28-02-2020,withdrawal,952
475,24-03-2020,deposit,596
475,23-01-2020,withdrawal,849
475,21-01-2020,deposit,525
475,19-03-2020,purchase,4
475,11-02-2020,deposit,222
475,10-01-2020,withdrawal,476
475,16-03-2020,withdrawal,522
475,03-03-2020,purchase,710
475,17-01-2020,purchase,72
475,09-01-2020,deposit,713
475,10-01-2020,withdrawal,981
475,28-02-2020,deposit,51
475,01-03-2020,withdrawal,970
475,05-03-2020,withdrawal,523
475,28-03-2020,purchase,439
475,26-01-2020,purchase,85
475,20-03-2020,withdrawal,535
475,13-02-2020,purchase,614
247,11-03-2020,purchase,317
247,04-02-2020,deposit,348
247,15-02-2020,purchase,754
247,13-03-2020,deposit,132
247,28-03-2020,withdrawal,95
247,02-01-2020,deposit,53
120,11-02-2020,deposit,664
120,20-03-2020,withdrawal,686
120,20-03-2020,purchase,145
120,10-02-2020,deposit,313
120,13-02-2020,deposit,693
120,28-02-2020,withdrawal,582
120,21-04-2020,deposit,229
120,01-03-2020,purchase,879
120,22-02-2020,purchase,343
120,20-02-2020,deposit,402
120,09-02-2020,withdrawal,374
120,03-03-2020,withdrawal,418
120,17-02-2020,purchase,654
120,11-03-2020,purchase,685
120,06-04-2020,withdrawal,794
120,21-02-2020,deposit,970
500,25-03-2020,deposit,825
500,25-01-2020,withdrawal,986
500,16-01-2020,deposit,909
500,07-03-2020,purchase,452
500,01-02-2020,deposit,715
500,17-03-2020,deposit,344
500,22-03-2020,withdrawal,954
500,02-03-2020,deposit,862
500,07-02-2020,purchase,49
500,23-02-2020,deposit,721
500,27-01-2020,deposit,214
500,01-03-2020,purchase,929
500,30-01-2020,deposit,922
500,18-01-2020,deposit,308
500,11-03-2020,purchase,426
384,19-02-2020,purchase,425
384,09-02-2020,withdrawal,835
384,14-03-2020,purchase,981
384,31-03-2020,withdrawal,220
384,15-02-2020,deposit,600
384,30-01-2020,purchase,245
384,01-03-2020,deposit,654
384,21-01-2020,purchase,117
384,26-02-2020,deposit,635
384,26-02-2020,purchase,460
384,27-02-2020,purchase,447
384,06-02-2020,purchase,976
384,03-03-2020,withdrawal,363
384,07-02-2020,withdrawal,568
384,23-03-2020,deposit,869
311,02-04-2020,deposit,207
311,11-02-2020,deposit,476
311,08-03-2020,withdrawal,832
311,09-02-2020,withdrawal,607
311,12-03-2020,withdrawal,853
311,15-04-2020,purchase,307
311,21-02-2020,deposit,827
311,25-01-2020,purchase,994
311,15-03-2020,purchase,276
311,28-01-2020,deposit,386
287,11-04-2020,withdrawal,476
287,16-03-2020,withdrawal,932
287,26-02-2020,purchase,568
287,06-03-2020,deposit,38
287,28-03-2020,purchase,538
287,05-02-2020,purchase,227
287,09-04-2020,purchase,816
287,01-02-2020,deposit,966
287,13-03-2020,deposit,971
287,14-03-2020,deposit,518
112,18-03-2020,purchase,322
112,29-02-2020,withdrawal,122
112,04-03-2020,purchase,523
112,24-03-2020,withdrawal,164
112,29-02-2020,withdrawal,954
112,21-02-2020,deposit,317
112,09-02-2020,deposit,707
284,27-03-2020,deposit,712
284,05-03-2020,deposit,306
284,18-02-2020,withdrawal,500
284,14-02-2020,purchase,586
284,04-03-2020,purchase,852
284,02-02-2020,withdrawal,324
284,11-02-2020,purchase,210
284,23-04-2020,deposit,735
284,06-03-2020,purchase,16
284,05-02-2020,purchase,687
284,07-03-2020,withdrawal,646
284,10-04-2020,deposit,356
284,11-02-2020,withdrawal,574
284,22-02-2020,deposit,290
284,02-02-2020,deposit,862
284,06-03-2020,purchase,407
284,07-04-2020,withdrawal,741
284,11-02-2020,purchase,836
284,24-02-2020,purchase,294
284,01-04-2020,purchase,903
284,10-03-2020,deposit,679
67,05-02-2020,deposit,748
67,01-03-2020,purchase,770
67,26-01-2020,deposit,684
67,07-02-2020,purchase,393
67,23-01-2020,deposit,705
67,06-04-2020,purchase,230
67,01-03-2020,deposit,873
67,09-04-2020,purchase,751
67,09-04-2020,purchase,191
67,18-02-2020,deposit,617
67,23-01-2020,deposit,125
67,18-03-2020,withdrawal,907
67,24-03-2020,deposit,289
67,02-04-2020,deposit,344
70,28-01-2020,withdrawal,591
70,18-03-2020,withdrawal,62
70,29-03-2020,withdrawal,165
70,17-03-2020,deposit,337
70,17-01-2020,withdrawal,265
70,13-02-2020,deposit,659
70,11-02-2020,deposit,221
70,31-01-2020,withdrawal,117
70,22-03-2020,withdrawal,934
70,26-01-2020,purchase,602
70,09-03-2020,withdrawal,927
70,22-01-2020,deposit,205
70,25-02-2020,purchase,359
236,14-03-2020,deposit,347
236,01-04-2020,purchase,501
236,25-02-2020,withdrawal,170
236,05-02-2020,deposit,335
236,25-03-2020,withdrawal,966
236,23-03-2020,deposit,419
236,07-03-2020,deposit,836
236,18-02-2020,deposit,538
236,19-03-2020,withdrawal,771
236,10-04-2020,withdrawal,73
236,14-04-2020,purchase,450
234,01-02-2020,withdrawal,110
234,06-03-2020,purchase,875
234,24-01-2020,purchase,76
234,04-01-2020,purchase,134
234,09-03-2020,purchase,701
234,04-01-2020,deposit,295
234,02-02-2020,withdrawal,250
234,28-01-2020,purchase,2
234,03-03-2020,purchase,325
234,17-03-2020,withdrawal,745
234,29-02-2020,deposit,927
234,13-03-2020,deposit,904
234,22-02-2020,deposit,567
234,18-02-2020,purchase,834
234,20-03-2020,withdrawal,494
234,06-01-2020,deposit,418
234,15-03-2020,deposit,656
234,09-03-2020,purchase,426
234,29-03-2020,purchase,592
234,24-02-2020,deposit,222
234,16-01-2020,purchase,937
420,10-02-2020,purchase,430
420,12-04-2020,deposit,641
420,24-03-2020,purchase,143
420,21-04-2020,deposit,486
420,28-02-2020,deposit,28
420,16-04-2020,withdrawal,313
420,09-04-2020,purchase,435
420,14-02-2020,purchase,278
420,24-01-2020,purchase,431
420,21-02-2020,purchase,796
420,07-03-2020,withdrawal,103
420,06-03-2020,withdrawal,500
420,05-03-2020,deposit,406
420,23-02-2020,withdrawal,361
430,29-02-2020,deposit,743
430,29-01-2020,withdrawal,388
430,25-01-2020,withdrawal,449
