OrderId,RestaurantName,RestaurantType,Rating,No.of.Rating,AverageCost,OnlineOrder,TableBooking,CuisinesType,Area,LocalAddress,Delivery time
1328,Charminar Kabab Paradise,Casual Dining,4,104,500,Yes,No,"North Indian, Chinese, Mughlai, Kebab",Brigade Road,Frazer Town,80
1329,Chashni Sweets,Sweet Shop,3.4,8,200,No,No,"Mithai, Street Food",Brookefield,Whitefield,67
1330,Chaska Box,"Takeaway, Delivery",3.3,4,1400,No,No,"Bakery, Desserts",Sarjapur Road,Sarjapur Road,65
1331,Chaska Bun,Quick Bites,4.2,166,300,Yes,No,Fast Food,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,47
1332,Chatar Patar,Quick Bites,3.6,65,300,No,No,"Fast Food, Street Food",Jayanagar,Banashankari,64
1333,Chatora,Quick Bites,3.5,108,300,Yes,No,"North Indian, Fast Food, Street Food",Brookefield,Marathahalli,74
1334,Chatora Singh,Quick Bites,3.9,44,200,Yes,No,"North Indian, Fast Food",Old Airport Road,Old Airport Road,52
1335,Chatorezz,Quick Bites,3.6,26,250,Yes,No,"North Indian, Chinese",Bellandur,Marathahalli,77
1336,Chatori Gali,Casual Dining,2.9,51,600,No,No,"North Indian, Street Food",Bannerghatta Road,JP Nagar,45
1337,Chatori Tongue,Quick Bites,3.9,65,100,Yes,No,Street Food,Sarjapur Road,Sarjapur Road,50
1338,Chatorr,Quick Bites,2.9,78,400,No,No,"Fast Food, Street Food",Bellandur,Bellandur,63
1339,Chatpata,Food Court,3.2,4,500,No,No,Street Food,Brookefield,Brookefield,49
1340,Chatpata Chaat Station,Quick Bites,3.5,19,500,No,No,"North Indian, Street Food, Chinese",Marathahalli,Marathahalli,53
1341,Chatpata India,Food Court,3.9,40,400,Yes,No,North Indian,Brookefield,Whitefield,36
1342,Chatpatlal Sweets & Snacks,"Quick Bites, Sweet Shop",4.1,342,200,Yes,No,"Street Food, Mithai, North Indian, Beverages, Desserts",Whitefield,Marathahalli,61
1343,Chats Point,Quick Bites,3.4,8,150,Yes,No,"Fast Food, Street Food",Banashankari,Basavanagudi,50
1344,Chattar Mattar,Quick Bites,3.5,11,150,No,No,"North Indian, Chinese",HSR,HSR,55
1345,Chatter Platter,Quick Bites,3.4,29,300,Yes,No,"Street Food, North Indian","Byresandra,Tavarekere,Madiwala",BTM,36
1346,Chattorey - The Family Restaurant,Casual Dining,3.4,37,400,No,No,"North Indian, Chinese",Brookefield,Marathahalli,32
1347,Chavadi,"Casual Dining, Bar",4.4,2233,1200,Yes,Yes,"Continental, North Indian, Pizza, Italian",Bannerghatta Road,Bannerghatta Road,83
1348,Chawla's 2 Online.com,Delivery,3.5,5,800,Yes,No,North Indian,Bannerghatta Road,JP Nagar,70
1349,Checkered Bar - MGM Mark,Lounge,3.6,19,1300,No,No,"North Indian, Continental, Chinese",Brookefield,Whitefield,38
1350,Checkpost,Casual Dining,4,960,600,Yes,No,"South Indian, Seafood, North Indian, Beverages",Jayanagar,JP Nagar,43
1351,Cheers Life,Kiosk,3.4,4,300,No,No,"Beverages, Juices",Whitefield,"Varthur Main Road, Whitefield",63
1352,Cheers Pub Bar & Restro,"Pub, Bar",2.8,40,1100,No,Yes,"Continental, Finger Food, Pizza, North Indian, Bar Food",Koramangala 4th Block,Koramangala 4th Block,60
1353,Cheesecake Alley,Bakery,3.1,8,400,No,No,"Bakery, Desserts",HSR,HSR,40
1354,Cheesiano Pizza,Quick Bites,4,199,700,Yes,Yes,"Pizza, Italian",Bannerghatta Road,JP Nagar,74
1355,Cheesy Juicy Burgers,Quick Bites,3.8,18,500,Yes,No,"Burger, Fast Food",HSR,HSR,51
1356,Chef & Dine,Casual Dining,3.2,57,650,Yes,No,"North Indian, Arabian, Fast Food",Bannerghatta Road,Bannerghatta Road,39
1357,Chef Baker's,Bakery,2.9,36,600,Yes,No,"Bakery, Fast Food, Pizza, Burger, Cafe",Kalyan Nagar,Nagawara,45
1358,Chef Delicacies,"Takeaway, Delivery",2.7,6,400,Yes,No,"Kebab, Rolls, Charcoal Chicken",Brookefield,"Varthur Main Road, Whitefield",57
1359,Chef Fast Food,Quick Bites,3.1,26,300,Yes,No,"Fast Food, North Indian, South Indian",Indiranagar,Old Airport Road,45
1360,Chef Genie,Delivery,2.8,40,500,Yes,No,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",HSR,54
1361,Chef in,Casual Dining,3.6,198,500,No,No,"Biryani, North Indian, Chinese",Marathahalli,Brookefield,64
1362,Chef Inn Regency,"Casual Dining, Bar",3.3,4,,No,No,"North Indian, Chinese, Andhra, Mangalorean",Old Airport Road,Domlur,85
1363,Chef Kitchen,Quick Bites,3.7,19,200,Yes,No,"North Indian, Biryani, Charcoal Chicken",New BEL Road,New BEL Road,39
1364,Chef Master,Quick Bites,3.8,75,300,Yes,No,"Kerala, North Indian, Chinese",Basavanagudi,Jayanagar,85
1365,Chefactory Gold by Flechazo,Casual Dining,3.7,353,700,Yes,No,"North Indian, Biryani",Brookefield,Whitefield,39
1366,Chefeana,Quick Bites,4,212,400,Yes,No,North Indian,Bannerghatta Road,Bannerghatta Road,38
1367,Chefie,Quick Bites,3.8,37,200,Yes,No,"Continental, Fast Food, Italian, North Indian","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,34
1368,Chefkraft,"Takeaway, Delivery",3.9,145,800,No,No,"Continental, Fast Food, Salad",Indiranagar,Indiranagar,47
1369,Chef's Bank,Casual Dining,3.4,19,700,Yes,No,"North Indian, Chinese",Malleshwaram,Yeshwantpur,35
1370,Chef's Cap Chinese Cuisine Restaurant,Quick Bites,3.9,30,400,Yes,No,Chinese,Indiranagar,Old Airport Road,38
1371,Chef's Gallery,Casual Dining,3.5,95,700,No,No,"Chinese, Italian, North Indian",Bellandur,Bellandur,44
1372,Chellappa's,Casual Dining,3.2,115,500,Yes,No,"Chettinad, South Indian, North Indian",Marathahalli,Kaggadasapura,53
1373,Chels Cafe,Cafe,3.5,20,500,Yes,No,"Cafe, Burger",Brigade Road,Cunningham Road,31
1374,Cheta's Kitchen,Quick Bites,3.9,78,350,Yes,No,"Kerala, South Indian, Seafood",New BEL Road,Yelahanka,53
1375,Chettayees,Quick Bites,3.4,147,400,Yes,No,"Kerala, North Indian, Chinese","Byresandra,Tavarekere,Madiwala",BTM,75
1376,Chettinad Food House,Quick Bites,3.1,7,300,No,No,"South Indian, Chettinad, North Indian","Byresandra,Tavarekere,Madiwala",BTM,68
1377,Chetty's Coffee,Quick Bites,3.5,87,150,No,No,South Indian,Kalyan Nagar,Kalyan Nagar,43
1378,Chetty's Corner,Quick Bites,3.4,26,150,Yes,No,"Fast Food, Burger",Malleshwaram,Rajajinagar,48
1379,Chez Mariannick,Casual Dining,4.1,395,1000,No,No,"French, Pizza, Bakery",Brookefield,Whitefield,70
1380,Chez Nous - Novotel,Lounge,3.9,125,2500,No,Yes,"European, French, North Indian",Bellandur,Marathahalli,58
1381,Chianti,Casual Dining,4.4,280,1500,No,Yes,Italian,Church Street,MG Road,63
1382,Chichaba's Taj,Casual Dining,3.8,289,600,Yes,No,"Biryani, North Indian, Mughlai",Kalyan Nagar,Kalyan Nagar,54
1383,Chick Blast,Quick Bites,3.3,6,400,No,No,Fast Food,Electronic City,Electronic City,67
1384,Chick Inn,Quick Bites,3.8,99,300,Yes,No,Fast Food,Malleshwaram,Rajajinagar,40
1385,Chick Inn 24x7,Quick Bites,3.6,86,450,No,No,Fast Food,Rajajinagar,Malleshwaram,68
1386,Chicken Corner,Casual Dining,3.2,6,450,No,No,"North Indian, Chinese, Mughlai",Lavelle Road,Majestic,39
1387,Chicken County,Casual Dining,3.8,136,650,No,No,"North Indian, Chinese",Lavelle Road,Majestic,49
1388,Chicken County Grand,Casual Dining,3.9,319,650,Yes,No,"North Indian, Chinese",Bannerghatta Road,Bannerghatta Road,51
1389,Chicken County Restaurant,Casual Dining,3.5,10,400,Yes,No,"North Indian, Chinese, Fast Food",Bannerghatta Road,Bannerghatta Road,39
1390,Chicken Dera,Quick Bites,3,25,400,No,No,"Mughlai, Kebab, Biryani",Bannerghatta Road,JP Nagar,45
1391,Chicken Hunt,Quick Bites,3.5,88,350,Yes,No,"South Indian, North Indian, Chinese, Biryani",Banashankari,Banashankari,37
1392,Chicken Magic,Quick Bites,3.6,214,300,Yes,No,"Chinese, North Indian",Koramangala 5th Block,BTM,51
1393,Chicken Man,Kiosk,3.7,48,400,Yes,No,"Roast Chicken, Burger",Bellandur,Bellandur,59
1394,Chicken Shawarma Hub,"Takeaway, Delivery",3.1,14,250,No,No,"Fast Food, Arabian, Beverages",Bellandur,Bellandur,64
1395,Chickmate,Quick Bites,3.4,6,,No,No,Fast Food,Kalyan Nagar,Banaswadi,63
1396,Chickpet Donne Biriyani Mane,Quick Bites,2.7,37,150,Yes,No,"Biryani, South Indian, Kebab",Kalyan Nagar,Nagawara,38
1397,Chickpet Donne Biryani House,Casual Dining,3.7,80,600,Yes,No,"Biryani, South Indian, Fast Food",Brookefield,Marathahalli,39
1398,Chickz N Cheez,Quick Bites,3.4,22,300,Yes,No,"North Indian, Fast Food",Malleshwaram,Rajajinagar,59
1399,Chikeys,Quick Bites,3,19,400,No,No,"Burger, Fast Food",Electronic City,Electronic City,72
1400,Chikkanna Tiffin Room,Quick Bites,4.3,84,200,Yes,No,South Indian,Malleshwaram,Seshadripuram,62
1401,Chikpet Donne Biriyani Corner,Quick Bites,3.2,7,400,Yes,No,"Biryani, Kebab",Malleshwaram,Basaveshwara Nagar,66
1402,Chikpet Donne Biriyani House,Food Court,3.3,18,400,Yes,No,"Biryani, Kebab",Brookefield,Whitefield,41
1403,Chikpet Donne Biryani House,Quick Bites,3.6,23,350,Yes,No,Biryani,Malleshwaram,Yeshwantpur,44
1404,Chili's American Grill & Bar,Casual Dining,4.6,4955,1400,Yes,No,"American, Tex-Mex, Burger, BBQ, Mexican",Whitefield,Whitefield,78
1405,Chill,Casual Dining,3.8,42,800,No,No,"North Indian, Chinese, Continental",Brookefield,Whitefield,37
1406,Chill Magic,Beverage Shop,2.8,40,200,No,No,"Juices, Beverages",Bannerghatta Road,JP Nagar,62
1407,Chill Out,Beverage Shop,3.4,9,150,No,No,"Beverages, Juices",Indiranagar,Thippasandra,52
1408,Chill Out Cafe,Quick Bites,3.5,11,350,No,No,"North Indian, Chinese",Electronic City,Electronic City,35
1409,Chillax,Quick Bites,3.3,4,300,No,No,"Fast Food, Beverages",HSR,Bommanahalli,55
1410,Chilld Monk,Dessert Parlor,3.5,8,250,Yes,No,"Desserts, Ice Cream","Byresandra,Tavarekere,Madiwala",BTM,59
1411,Chiller's Nation - Iris Inn,Bar,2.9,27,1200,No,No,"North Indian, Continental, Italian",Marathahalli,Marathahalli,31
1412,Chilli Chicken,Quick Bites,3,7,500,Yes,No,Fast Food,MG Road,Brigade Road,49
1413,Chilli Flakes,Quick Bites,3.6,46,500,Yes,No,"Fast Food, Italian, Beverages",Banashankari,Banashankari,38
1414,Chilli N Chicken,Quick Bites,3.2,4,400,No,No,Andhra,Jayanagar,JP Nagar,61
1415,Chilli Park,Quick Bites,2.8,40,300,Yes,No,"North Indian, Chinese, Fast Food",Electronic City,Electronic City,74
1416,Chillies Restaurant,Casual Dining,3.7,24,500,No,No,"North Indian, South Indian, Chinese",Rajajinagar,Majestic,38
1417,Chillikum,Quick Bites,3.6,38,350,Yes,No,North Indian,Indiranagar,Indiranagar,50
1418,Chill-Um Cafe,Quick Bites,4.1,151,600,Yes,Yes,"Cafe, Chinese, Continental","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,57
1419,Chilly N Chicken,Quick Bites,3.5,14,250,No,No,"Andhra, Biryani",Jayanagar,JP Nagar,37
1420,Chillz,Quick Bites,3.5,9,100,No,No,"Fast Food, Juices, Street Food",Bannerghatta Road,JP Nagar,45
1421,Chime - Sheraton Grand Bengaluru Whitefield Hotel &...,Bar,4.3,236,2500,No,Yes,Finger Food,Whitefield,"ITPL Main Road, Whitefield",38
1422,Chin Chin by The Biere Club,Casual Dining,4.2,263,1500,Yes,Yes,Asian,Brookefield,Whitefield,83
1423,Chin Lung Resto Bar,Bar,3.9,378,1000,No,No,"North Indian, Chinese, Fast Food",Brigade Road,Residency Road,47
1424,Chin Lung Resto-Bar,"Casual Dining, Bar",4,307,1000,No,No,"North Indian, Chinese, Fast Food",New BEL Road,New BEL Road,70
1425,China Bistro & Lounge,Casual Dining,4.4,79,1600,Yes,Yes,"Asian, Chinese, Thai, Korean",Indiranagar,Indiranagar,69
1426,China Bowl,Casual Dining,3.9,455,1000,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,54
1427,China Down Town,Casual Dining,3.5,5,800,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,48
1428,China Garden,Quick Bites,3.6,25,300,Yes,No,"Chinese, North Indian",Electronic City,Electronic City,38
1429,China Hut,Kiosk,3.8,56,500,No,No,Chinese,Church Street,Frazer Town,45
1430,China On My Plate,Casual Dining,2.8,23,800,Yes,No,Chinese,Bellandur,Bellandur,54
1431,China Pearl,Casual Dining,4.1,155,1100,Yes,No,"Chinese, Momos",Kalyan Nagar,Kalyan Nagar,33
1432,China South,Casual Dining,3.4,4,600,No,No,"Chinese, Tibetan",Lavelle Road,Brigade Road,50
1433,China Tang,"Takeaway, Delivery",3.7,41,600,Yes,No,Chinese,Bannerghatta Road,BTM,39
1434,China Town 07,Quick Bites,2.8,40,300,Yes,No,"Chinese, Momos",Bannerghatta Road,BTM,64
1435,Chination,Delivery,3.5,4,600,Yes,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,33
1436,Chinese Chaska,Casual Dining,3.1,125,550,Yes,No,"Chinese, North Indian, Biryani",Brookefield,Whitefield,49
1437,Chinese Corner,Quick Bites,2.8,34,200,No,No,Chinese,Basavanagudi,Basavanagudi,49
1438,Chinese Corner and Bengali Mess,Mess,3.5,28,300,Yes,No,"Chinese, Bengali",New BEL Road,Sanjay Nagar,50
1439,Chinese Fire Dragon,Casual Dining,3.4,25,550,No,No,"Chinese, North Indian, Momos",Old Airport Road,Domlur,35
1440,Chinese Food Point,"Takeaway, Delivery",2.8,40,300,Yes,No,"Chinese, Fast Food",Whitefield,KR Puram,68
1441,Chinese House,Quick Bites,2.8,19,300,Yes,No,"Chinese, Thai, Momos",Basavanagudi,Jayanagar,32
1442,Chinese Kitchen,Quick Bites,3.8,58,150,Yes,No,Chinese,Banashankari,Basavanagudi,69
1443,Chinese Square,Quick Bites,3.9,38,200,Yes,No,Chinese,Banashankari,Basavanagudi,53
1444,Chinese Street,Casual Dining,3.1,134,650,Yes,No,Chinese,Whitefield,Whitefield,42
1445,Chinita Real Mexican Food,Casual Dining,4.4,2658,1200,No,No,Mexican,Indiranagar,Indiranagar,43
1446,Chinmayee's,Casual Dining,3.1,83,700,No,No,"North Indian, Chinese",Electronic City,Electronic City,63
1447,Chinnu's Mane Biryani,Quick Bites,3.5,10,300,Yes,No,Biryani,Kalyan Nagar,Banaswadi,47
1448,Chintu Chit Chat Centre,Quick Bites,3.5,22,100,No,No,Street Food,Kammanahalli,Banaswadi,30
1449,Chit Chat Cafe,"Beverage Shop, Quick Bites",2.8,40,150,No,No,"Beverages, Fast Food",Old Airport Road,Old Airport Road,73
1450,Chitu's Kitchen,Quick Bites,3.5,10,450,No,No,"North Indian, Chinese",Indiranagar,Indiranagar,39
1451,Chivi's Meilleurs Boulangers,Quick Bites,3.4,12,300,Yes,No,"South Indian, Bakery, Fast Food",Electronic City,Electronic City,49
1452,Choco Allure,"Takeaway, Delivery",3.4,5,300,No,No,Desserts,Indiranagar,Indiranagar,48
1453,Choco Cheese,Dessert Parlor,2.8,40,300,Yes,No,Desserts,Koramangala 5th Block,BTM,58
1454,Choco Nut Cafe,Quick Bites,3.2,19,150,Yes,No,Desserts,Electronic City,Electronic City,57
1455,Chocoberry,Dessert Parlor,3.5,56,400,Yes,No,"Ice Cream, Desserts, Beverages",Banashankari,Jayanagar,53
1456,Chocolat Boulangerie Patisserie,Dessert Parlor,4.1,445,400,No,No,"Bakery, Continental, Sandwich, Beverages, Desserts",Koramangala 4th Block,Koramangala 4th Block,36
1457,Chocolate D'Luxe,Dessert Parlor,4.1,183,550,Yes,No,Desserts,Brigade Road,Lavelle Road,33
1458,Chocolate Junction,Dessert Parlor,3.8,29,200,No,No,Desserts,Brigade Road,Ulsoor,68
1459,Choconut Cafe,Quick Bites,3.4,6,250,No,No,"Fast Food, Beverages",Electronic City,Electronic City,35
1460,Chocs Cafe,Quick Bites,3.6,23,400,Yes,No,"Fast Food, Desserts, Beverages",Frazer Town,RT Nagar,36
1461,Choi Choi Momos,Kiosk,3.8,29,300,No,No,"Chinese, Fast Food, Momos",Brigade Road,Brigade Road,59
1462,Choice of Food,Delivery,2.8,40,250,Yes,No,"North Indian, Desserts",Whitefield,Whitefield,63
1463,Chokha Chowka,Quick Bites,3.8,358,400,Yes,No,"North Indian, Chinese",Jayanagar,BTM,38
1464,Chokha Zaika,Quick Bites,2.8,40,300,No,No,North Indian,Electronic City,Electronic City,55
1465,Choo Zi,Delivery,2.8,40,300,No,No,Chinese,"Byresandra,Tavarekere,Madiwala",Koramangala 5th Block,33
1466,ChopServe,Quick Bites,3.5,5,300,No,No,Chinese,HSR,HSR,61
1467,Chopstick Kitchen,Casual Dining,3.4,71,600,Yes,No,"Chinese, Momos",Marathahalli,Kaggadasapura,60
1468,Chopstick World,Casual Dining,4,178,750,No,No,"Chinese, North Indian",Rajajinagar,Basaveshwara Nagar,47
1469,Chord Road Resto-Bar,"Casual Dining, Lounge",3.2,97,1000,No,No,"North Indian, South Indian, Chinese",Rajajinagar,Rajajinagar,57
1470,Chorum Curryum,Quick Bites,2.8,40,250,No,No,"Chinese, Kerala, South Indian","Byresandra,Tavarekere,Madiwala",BTM,39
1471,Chote Miya,Quick Bites,3.6,16,500,No,No,"Mughlai, Biryani, Rolls",Frazer Town,Frazer Town,59
1472,Chow San,Casual Dining,3,122,500,Yes,No,"Chinese, Thai, Momos",Bannerghatta Road,Bannerghatta Road,81
1473,Chowk Tea Stall,Quick Bites,3.4,8,100,No,No,"Street Food, Tea","Byresandra,Tavarekere,Madiwala",Koramangala 7th Block,61
1474,Chowmein,Casual Dining,3.8,284,800,Yes,No,"Chinese, North Indian, Momos, Biryani",Malleshwaram,Basaveshwara Nagar,48
1475,Chowpatty,Quick Bites,3.6,95,300,Yes,No,"North Indian, Fast Food, Street Food","Byresandra,Tavarekere,Madiwala",Koramangala 1st Block,56
1476,Chriz Cafe,"Takeaway, Delivery",3.5,11,400,Yes,No,"South Indian, Biryani",Bellandur,Sarjapur Road,51
1477,Chubalas Curry And Rice,Quick Bites,4,209,550,Yes,No,"Naga, Goan, Seafood, Chinese",Frazer Town,Kammanahalli,29
1478,Chugg,Pub,3.9,746,1500,No,Yes,"Finger Food, Continental, Asian, North Indian",Church Street,Church Street,49
1479,Chulha Chauki Da Dhaba,Casual Dining,4.1,295,1000,Yes,No,North Indian,Brookefield,Marathahalli,47
1480,Chullah Bhatti,Casual Dining,4,557,900,Yes,Yes,"North Indian, Chinese",Bellandur,Marathahalli,49
1481,Chullah Chandigarh,Casual Dining,4.2,308,800,No,No,North Indian,Bellandur,Bellandur,58
1482,Chumma Delicious,Quick Bites,3.7,237,200,Yes,No,"South Indian, Fast Food",Banashankari,Banashankari,46
1483,Chung Shan Chinese Restaurant,Quick Bites,3.7,32,500,No,No,"Chinese, Momos",Church Street,Ejipura,77
1484,Chung Wah,Casual Dining,2.5,73,800,No,No,"Chinese, Momos",Whitefield,"ITPL Main Road, Whitefield",27
1485,Chung Wah Express,Casual Dining,2.8,94,600,Yes,No,"Chinese, Thai, Momos, Vietnamese",Brigade Road,Indiranagar,61
1486,Chung Wah Opus,Casual Dining,3,57,650,Yes,No,"Chinese, Thai",Bannerghatta Road,JP Nagar,36
1487,Chung's Chinese Corner,Casual Dining,2.7,283,700,Yes,No,Chinese,Church Street,Indiranagar,80
1488,Chungs Pavilion,Casual Dining,3.9,247,650,Yes,No,Chinese,Indiranagar,Indiranagar,66
1489,Church Street Social,Lounge,4.3,7544,1500,Yes,No,"American, North Indian, Chinese, Finger Food, Momos",Brigade Road,Church Street,33
1490,Churchill's,"Casual Dining, Pub",4.1,1403,1100,Yes,Yes,"North Indian, Continental",Bannerghatta Road,JP Nagar,58
1491,Churn,Quick Bites,4.2,58,250,Yes,No,"Desserts, Ice Cream",Malleshwaram,New BEL Road,77
1492,Churrascaria Brazil,Casual Dining,4.1,111,1400,No,No,European,Kalyan Nagar,Kammanahalli,75
1493,Chutney Chang,Casual Dining,4.1,2339,1500,Yes,Yes,"North Indian, Chinese, BBQ",Banashankari,Jayanagar,52
1494,Ciclo Cafe,"Cafe, Casual Dining",4.3,1269,1000,Yes,No,"Cafe, Italian, American",Indiranagar,Indiranagar,70
1495,Ciclo Life,Delivery,2.8,40,400,No,No,"Salad, Beverages, Juices",Old Airport Road,Indiranagar,57
1496,Cilantro,"Casual Dining, Bar",4,280,1500,Yes,Yes,"European, American, Continental, North Indian, Steak","Byresandra,Tavarekere,Madiwala",Koramangala 4th Block,66
1497,Cinnabon,Quick Bites,4,80,,No,No,"Beverages, American, Bakery",Whitefield,Whitefield,42
1498,Cinnamon,Casual Dining,3.7,28,1000,No,No,"North Indian, Asian, Continental",Lavelle Road,Seshadripuram,50
1499,Cinnamon - Grills and Gourmet,Quick Bites,3.6,10,400,No,No,"Chinese, South Indian",New BEL Road,New BEL Road,74
1500,"Cinnamon - Renaissance Hotel, Bengaluru",Dessert Parlor,4.3,236,500,No,No,Desserts,Malleshwaram,Race Course Road,61
1501,Cinnamon's Kitchen,Quick Bites,3.7,25,300,Yes,No,"North Indian, South Indian, Fast Food",Indiranagar,Old Airport Road,47
1502,Cirkus,"Bar, Casual Dining",4.3,331,1400,No,Yes,"North Indian, Continental, Fast Food, Beverages, Pizza",HSR,HSR,68
1503,Cita Pani,Quick Bites,3.8,55,350,Yes,Yes,"Biryani, North Indian, Arabian",Old Airport Road,Indiranagar,50
1504,Citrus - The Leela Palace,Fine Dining,4.2,589,3500,No,Yes,"North Indian, Italian, Asian, Continental, Mediterranean",Indiranagar,Old Airport Road,56
1505,Citrus Cafe - Lemon Tree Hotel,Casual Dining,3.8,118,1900,No,No,"North Indian, Continental, South Indian, Asian",Brookefield,Whitefield,70
1506,Citrus Cafe - Lemon Tree Premier,Casual Dining,3.9,183,2200,No,No,"North Indian, Continental, South Indian",Brigade Road,Ulsoor,34
1507,City Cafe,"Beverage Shop, Quick Bites",3.3,4,200,Yes,No,"Beverages, Juices, Fast Food, Rolls",Jayanagar,JP Nagar,76
1508,City Durbar,Casual Dining,3.7,71,450,Yes,No,"North Indian, Chinese, Biryani",Basavanagudi,Jayanagar,63
1509,CK's Bakery,Bakery,2.8,40,200,Yes,No,"Bakery, Fast Food",Indiranagar,City Market,65
1510,Classic Biryani Hut,Quick Bites,3.4,10,300,Yes,No,"Biryani, Fast Food","Byresandra,Tavarekere,Madiwala",HSR,72
1511,Classic Lassi Shop,Beverage Shop,3.4,43,150,Yes,No,"Beverages, Ice Cream",Lavelle Road,Ulsoor,47
1512,Classic Shop,Beverage Shop,3.3,6,150,Yes,No,"Juices, Beverages",Brigade Road,Ulsoor,90
1513,Clean Bowled,"Takeaway, Delivery",3.3,4,300,Yes,No,"Healthy Food, Salad",Koramangala 6th Block,Indiranagar,46
1514,Clean Eats,"Takeaway, Delivery",2.8,40,300,No,No,Healthy Food,Electronic City,Electronic City,44
1515,Clean Slate Cafe,Cafe,4.1,272,600,Yes,No,"Cafe, Continental, Italian",Malleshwaram,Malleshwaram,50
1516,Cloud Foods,Casual Dining,2.8,40,600,No,No,"BBQ, Biryani, Charcoal Chicken, Chinese, North Indian, Kerala, Seafood, Street Food",Brigade Road,HSR,83
1517,CloudNYN - Sterling Mac Hotel,Bar,4,417,1000,No,No,Finger Food,Old Airport Road,Old Airport Road,57
1518,Clove Rooftop,Casual Dining,3.8,234,1000,No,Yes,"Konkan, Seafood",Jayanagar,Jayanagar,56
1519,Cluxi,Quick Bites,3.6,15,300,No,No,Fast Food,Kalyan Nagar,Kammanahalli,53
1520,Coal Grill & Cafe,Quick Bites,3.3,8,300,No,No,Arabian,"Byresandra,Tavarekere,Madiwala",BTM,71
1521,Coast,Casual Dining,3.2,68,750,Yes,No,"Seafood, Mangalorean, North Indian, Biryani",Old Airport Road,Jeevan Bhima Nagar,66
1522,Coastal Biryani Paradise,Casual Dining,3.9,140,500,Yes,No,"North Indian, Chinese, Biryani",Malleshwaram,RT Nagar,54
1523,Coastal Creek,Casual Dining,3.3,13,600,No,No,"North Indian, Continental, South Indian",Church Street,Vasanth Nagar,46
1524,Coastal Curry,Quick Bites,3.5,15,350,Yes,No,"North Indian, Andhra, Chinese, Seafood",Rajajinagar,Vijay Nagar,77
1525,Coastal Delight,Casual Dining,4.1,198,650,Yes,No,"Seafood, South Indian, North Indian, Mangalorean, Chinese",Brigade Road,Indiranagar,55
1526,Coastal Express,Quick Bites,3.4,35,300,Yes,No,South Indian,Malleshwaram,Malleshwaram,48
1527,Coastal Fish Land,Casual Dining,2.8,40,500,Yes,No,Mangalorean,Bellandur,Bellandur,57
1528,Coastal Hub,Casual Dining,4,364,700,Yes,Yes,"Kerala, Seafood, Chinese",Brookefield,Whitefield,37
1529,Coastal Inn,Casual Dining,3.4,66,800,No,No,"Chinese, North Indian, Seafood",Bannerghatta Road,Bannerghatta Road,63
1530,Coastal Mama,Casual Dining,4.1,466,700,No,Yes,"Konkan, Mangalorean, North Indian, Seafood",Bannerghatta Road,JP Nagar,57
1531,Coastal Paradise Family Restaurant,Quick Bites,2.8,40,450,No,No,"North Indian, Chinese, Seafood",Koramangala 7th Block,Wilson Garden,63
1532,Coastal Spice,Casual Dining,3.7,56,900,Yes,Yes,"Seafood, North Indian, Chinese, Continental, Mangalorean",Malleshwaram,Rajajinagar,56
1533,Cobaja,Casual Dining,4.2,82,700,Yes,Yes,"Seafood, South Indian, Bar Food, Mangalorean, Konkan",Residency Road,Brigade Road,40
1534,Cochin Connection,Food Court,3.6,41,500,Yes,No,"Kerala, South Indian","Byresandra,Tavarekere,Madiwala",Koramangala 6th Block,57
1535,Coco Barista,Cafe,2.8,40,400,No,No,"Cafe, Beverages","Byresandra,Tavarekere,Madiwala",BTM,52
1536,Coco Grove Beer Cafe,Casual Dining,3.8,150,800,No,No,Continental,Brigade Road,Church Street,41
1537,Cocoa Bakes,Bakery,3.6,14,350,Yes,No,"Bakery, Desserts",Banashankari,Banashankari,41
1538,Cocoa 'n' Cr?de?ed??ede??d??ede?ed???de??d???me,Bakery,3.5,11,250,No,No,"Bakery, Desserts",Bannerghatta Road,JP Nagar,38
1539,CocoFresh,Food Court,3.3,4,300,No,No,Beverages,Brookefield,Brookefield,59
1540,Coconadu,"Food Court, Quick Bites",3.6,36,400,No,No,"Kerala, Konkan",Koramangala 4th Block,Koramangala 7th Block,60
1541,Coconut Grove,"Casual Dining, Bar",3.3,97,1100,No,No,"South Indian, Chettinad, Kerala, Seafood",Jayanagar,JP Nagar,39
1542,Coffee Bike,Kiosk,3.7,15,250,No,No,"Fast Food, Beverages",Bellandur,Bellandur,70
1543,Coffee Bytes,Quick Bites,3.1,6,100,No,No,"Fast Food, South Indian",Banashankari,Banashankari,56
1544,Coffee House,Quick Bites,3.3,6,150,No,No,South Indian,Lavelle Road,Majestic,33
1545,Coffee Mechanics,Cafe,4.3,191,700,Yes,No,"Cafe, Bakery, French, Jewish, Sandwich, Vegan, Coffee",Kalyan Nagar,HBR Layout,76
